l_simp_chinese:
 religion_swap.1.t:0 "State Religion"
 standardize_modern_brazilian_addon_guarani.1.a:0 "We will include them!"
 standardize_modern_brazilian_addon_guarani.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_brazilian_addon_guarani_var_custom_tooltip:0 "Has decided to include the $guarani$."
 standardize_modern_brazilian_addon_guarani_not_var_custom_tooltip:0 "Has not yet decided to include the $guarani$ culture."
 standardize_modern_brazilian_addon_amazonian.1.t:0 "What about $amazonian$?"
 standardize_modern_brazilian_addon_amazonian.1.f:0 "Some of our advisors say that the $amazonian$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_brazilian_addon_amazonian.1.a:0 "We will include them!"
 standardize_modern_brazilian_addon_amazonian.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_brazilian_addon_amazonian_var_custom_tooltip:0 "Has decided to include the $amazonian$."
 standardize_modern_brazilian_addon_amazonian_not_var_custom_tooltip:0 "Has not yet decided to include the $amazonian$ culture."
 standardize_modern_brazilian_addon_afro_brazilian.1.t:0 "What about $afro_brazilian$?"
 standardize_modern_brazilian_addon_afro_brazilian.1.f:0 "Some of our advisors say that the $afro_brazilian$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_brazilian_addon_afro_brazilian.1.a:0 "We will include them!"
 standardize_modern_brazilian_addon_afro_brazilian.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_brazilian_addon_afro_brazilian_var_custom_tooltip:0 "Has decided to include the $afro_brazilian$."
 standardize_modern_brazilian_addon_afro_brazilian_not_var_custom_tooltip:0 "Has not yet decided to include the $afro_brazilian$ culture."
 modern_british:0 "British"
 standardize_modern_british_decision_var_custom_tooltip:0 "Has made the decision to develop the British culture"
 standardize_modern_british_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the British culture"
 standardize_modern_british_decision:0 "Develop the British Culture"
 standardize_modern_british_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_modern_british:0 "Develop British"
 je_standardize_modern_british_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_modern_british.1.t:0 "Emerging British Culture"
 standardize_modern_british.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as British."
 standardize_modern_british.1.a:0 "And so it shall be."
 standardize_modern_british.2.t:0 "Yearly graduation"
 standardize_modern_british.2.f:0 "New graduates."
 standardize_modern_british.2.a:0 "Nice."
 standardize_modern_british.3.t:0 "A Noticeable Cultural Change"
 standardize_modern_british.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_modern_british.3.a:0 "A sign of progress."
 standardize_modern_british.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_modern_british.3.c:0 "We should push harder!"
 standardize_modern_british.4.t:0 "Welcome To The Fold"
 standardize_modern_british.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_modern_british.4.a:0 "All I see is family!"
 standardize_modern_british.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_modern_british.5.f:0 "New graduates." 
 standardize_modern_british.5.a:0 "Nice."
 standardize_modern_british.6.t:0 "$modern_british$ Debug Menu"
 standardize_modern_british.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $modern_british$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_modern_british.6.a:0 "Keep me around, just in case."
 standardize_modern_british.6.b:0 "Hide this menu and decision forever."
 standardize_modern_british.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_modern_british.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_modern_british.6.e:0 "Convert all eligible pops to $modern_british$."
 standardize_modern_british.6.g:0 "Change state religion."
 complete_modern_british_decision_not_var_custom_tooltip:0 "Has not decided to set $modern_british$ conversion to 100%"
 complete_modern_british_decision_var_custom_tooltip:0 "Has decided to set $modern_british$ conversion to 100%"
 hide_modern_british_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_modern_british_decision:0 "Open Performance Helper Menu"
 complete_modern_british_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_modern_british:0 "British Occurrence"
 setting_sc_modern_british_never:0 "Never"
 setting_sc_modern_british_never_desc:0 "With this setting British will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_modern_british_manual:0 "Manual"
 setting_sc_modern_british_manual_desc:0 "With this setting British will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_modern_british_auto:0 "Automatic"
 setting_sc_modern_british_auto_desc:0 "With this setting British will always happen if the requirements are met."
 standardize_modern_british_addon_irish.1.t:0 "What about $irish$?"
 standardize_modern_british_addon_irish.1.f:0 "Some of our advisors say that the $irish$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_british_addon_irish.1.a:0 "We will include them!"
 standardize_modern_british_addon_irish.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_british_addon_irish_var_custom_tooltip:0 "Has decided to include the $irish$."
 standardize_modern_british_addon_irish_not_var_custom_tooltip:0 "Has not yet decided to include the $irish$ culture."
 standardize_modern_british_addon_welsh.1.t:0 "What about $welsh$?"
 standardize_modern_british_addon_welsh.1.f:0 "Some of our advisors say that the $welsh$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_british_addon_welsh.1.a:0 "We will include them!"
 standardize_modern_british_addon_welsh.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_british_addon_welsh_var_custom_tooltip:0 "Has decided to include the $welsh$."
 standardize_modern_british_addon_welsh_not_var_custom_tooltip:0 "Has not yet decided to include the $welsh$ culture."
 modern_burmese:0 "Burmese"
 standardize_modern_burmese_decision_var_custom_tooltip:0 "Has made the decision to develop the Burmese culture"
 standardize_modern_burmese_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Burmese culture"
 standardize_modern_burmese_decision:0 "Develop the Burmese Culture"
 standardize_modern_burmese_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_modern_burmese:0 "Develop Burmese"
 je_standardize_modern_burmese_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_modern_burmese.1.t:0 "Emerging Burmese Culture"
 standardize_modern_burmese.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Burmese."
 standardize_modern_burmese.1.a:0 "And so it shall be."
 standardize_modern_burmese.2.t:0 "Yearly graduation"
 standardize_modern_burmese.2.f:0 "New graduates."
 standardize_modern_burmese.2.a:0 "Nice."
 standardize_modern_burmese.3.t:0 "A Noticeable Cultural Change"
 standardize_modern_burmese.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_modern_burmese.3.a:0 "A sign of progress."
 standardize_modern_burmese.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_modern_burmese.3.c:0 "We should push harder!"
 standardize_modern_burmese.4.t:0 "Welcome To The Fold"
 standardize_modern_burmese.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_modern_burmese.4.a:0 "All I see is family!"
 standardize_modern_burmese.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_modern_burmese.5.f:0 "New graduates." 
 standardize_modern_burmese.5.a:0 "Nice."
 standardize_modern_burmese.6.t:0 "$modern_burmese$ Debug Menu"
 standardize_modern_burmese.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $modern_burmese$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_modern_burmese.6.a:0 "Keep me around, just in case."
 standardize_modern_burmese.6.b:0 "Hide this menu and decision forever."
 standardize_modern_burmese.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_modern_burmese.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_modern_burmese.6.e:0 "Convert all eligible pops to $modern_burmese$."
 standardize_modern_burmese.6.g:0 "Change state religion."
 complete_modern_burmese_decision_not_var_custom_tooltip:0 "Has not decided to set $modern_burmese$ conversion to 100%"
 complete_modern_burmese_decision_var_custom_tooltip:0 "Has decided to set $modern_burmese$ conversion to 100%"
 hide_modern_burmese_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_modern_burmese_decision:0 "Open Performance Helper Menu"
 complete_modern_burmese_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_modern_burmese:0 "Burmese Occurrence"
 setting_sc_modern_burmese_never:0 "Never"
 setting_sc_modern_burmese_never_desc:0 "With this setting Burmese will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_modern_burmese_manual:0 "Manual"
 setting_sc_modern_burmese_manual_desc:0 "With this setting Burmese will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_modern_burmese_auto:0 "Automatic"
 setting_sc_modern_burmese_auto_desc:0 "With this setting Burmese will always happen if the requirements are met."
 standardize_modern_burmese_addon_shan.1.t:0 "What about $shan$?"
 standardize_modern_burmese_addon_shan.1.f:0 "Some of our advisors say that the $shan$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_burmese_addon_shan.1.a:0 "We will include them!"
 standardize_modern_burmese_addon_shan.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_burmese_addon_shan_var_custom_tooltip:0 "Has decided to include the $shan$."
 standardize_modern_burmese_addon_shan_not_var_custom_tooltip:0 "Has not yet decided to include the $shan$ culture."
 modern_french:0 "French"
 standardize_modern_french_decision_var_custom_tooltip:0 "Has made the decision to develop the French culture"
 standardize_modern_french_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the French culture"
 standardize_modern_french_decision:0 "Develop the French Culture"
 standardize_modern_french_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_modern_french:0 "Develop French"
 je_standardize_modern_french_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_modern_french.1.t:0 "Emerging French Culture"
 standardize_modern_french.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as French."
 standardize_modern_french.1.a:0 "And so it shall be."
 standardize_modern_french.2.t:0 "Yearly graduation"
 standardize_modern_french.2.f:0 "New graduates."
 standardize_modern_french.2.a:0 "Nice."
 standardize_modern_french.3.t:0 "A Noticeable Cultural Change"
 standardize_modern_french.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_modern_french.3.a:0 "A sign of progress."
 standardize_modern_french.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_modern_french.3.c:0 "We should push harder!"
 standardize_modern_french.4.t:0 "Welcome To The Fold"
 standardize_modern_french.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_modern_french.4.a:0 "All I see is family!"
 standardize_modern_french.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_modern_french.5.f:0 "New graduates." 
 standardize_modern_french.5.a:0 "Nice."
 standardize_modern_french.6.t:0 "$modern_french$ Debug Menu"
 standardize_modern_french.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $modern_french$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_modern_french.6.a:0 "Keep me around, just in case."
 standardize_modern_french.6.b:0 "Hide this menu and decision forever."
 standardize_modern_french.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_modern_french.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_modern_french.6.e:0 "Convert all eligible pops to $modern_french$."
 standardize_modern_french.6.g:0 "Change state religion."
 complete_modern_french_decision_not_var_custom_tooltip:0 "Has not decided to set $modern_french$ conversion to 100%"
 complete_modern_french_decision_var_custom_tooltip:0 "Has decided to set $modern_french$ conversion to 100%"
 hide_modern_french_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_modern_french_decision:0 "Open Performance Helper Menu"
 complete_modern_french_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_modern_french:0 "French Occurrence"
 setting_sc_modern_french_never:0 "Never"
 setting_sc_modern_french_never_desc:0 "With this setting French will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_modern_french_manual:0 "Manual"
 setting_sc_modern_french_manual_desc:0 "With this setting French will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_modern_french_auto:0 "Automatic"
 setting_sc_modern_french_auto_desc:0 "With this setting French will always happen if the requirements are met."
 standardize_modern_french_addon_wallonian.1.t:0 "What about $wallonian$?"
 standardize_modern_french_addon_wallonian.1.f:0 "Some of our advisors say that the $wallonian$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_french_addon_wallonian.1.a:0 "We will include them!"
 standardize_modern_french_addon_wallonian.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_french_addon_wallonian_var_custom_tooltip:0 "Has decided to include the $wallonian$."
 standardize_modern_french_addon_wallonian_not_var_custom_tooltip:0 "Has not yet decided to include the $wallonian$ culture."
 standardize_modern_french_addon_alemannic.1.t:0 "What about $alemannic$?"
 standardize_modern_french_addon_alemannic.1.f:0 "Some of our advisors say that the $alemannic$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_french_addon_alemannic.1.a:0 "We will include them!"
 standardize_modern_french_addon_alemannic.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_french_addon_alemannic_var_custom_tooltip:0 "Has decided to include the $alemannic$."
 standardize_modern_french_addon_alemannic_not_var_custom_tooltip:0 "Has not yet decided to include the $alemannic$ culture."
 standardize_modern_french_addon_breton.1.t:0 "What about $breton$?"
 standardize_modern_french_addon_breton.1.f:0 "Some of our advisors say that the $breton$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_french_addon_breton.1.a:0 "We will include them!"
 standardize_modern_french_addon_breton.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_french_addon_breton_var_custom_tooltip:0 "Has decided to include the $breton$."
 standardize_modern_french_addon_breton_not_var_custom_tooltip:0 "Has not yet decided to include the $breton$ culture."
 modern_japanese:0 "Japanese"
 standardize_modern_japanese_decision_var_custom_tooltip:0 "Has made the decision to develop the Japanese culture"
 standardize_modern_japanese_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Japanese culture"
 standardize_modern_japanese_decision:0 "Develop the Japanese Culture"
 standardize_modern_japanese_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_modern_japanese:0 "Develop Japanese"
 je_standardize_modern_japanese_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_modern_japanese.1.t:0 "Emerging Japanese Culture"
 standardize_modern_japanese.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Japanese."
 standardize_modern_japanese.1.a:0 "And so it shall be."
 standardize_modern_japanese.2.t:0 "Yearly graduation"
 standardize_modern_japanese.2.f:0 "New graduates."
 standardize_modern_japanese.2.a:0 "Nice."
 standardize_modern_japanese.3.t:0 "A Noticeable Cultural Change"
 standardize_modern_japanese.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_modern_japanese.3.a:0 "A sign of progress."
 standardize_modern_japanese.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_modern_japanese.3.c:0 "We should push harder!"
 standardize_modern_japanese.4.t:0 "Welcome To The Fold"
 standardize_modern_japanese.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_modern_japanese.4.a:0 "All I see is family!"
 standardize_modern_japanese.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_modern_japanese.5.f:0 "New graduates." 
 standardize_modern_japanese.5.a:0 "Nice."
 standardize_modern_japanese.6.t:0 "$modern_japanese$ Debug Menu"
 standardize_modern_japanese.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $modern_japanese$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_modern_japanese.6.a:0 "Keep me around, just in case."
 standardize_modern_japanese.6.b:0 "Hide this menu and decision forever."
 standardize_modern_japanese.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_modern_japanese.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_modern_japanese.6.e:0 "Convert all eligible pops to $modern_japanese$."
 standardize_modern_japanese.6.g:0 "Change state religion."
 complete_modern_japanese_decision_not_var_custom_tooltip:0 "Has not decided to set $modern_japanese$ conversion to 100%"
 complete_modern_japanese_decision_var_custom_tooltip:0 "Has decided to set $modern_japanese$ conversion to 100%"
 hide_modern_japanese_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_modern_japanese_decision:0 "Open Performance Helper Menu"
 complete_modern_japanese_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_modern_japanese:0 "Japanese Occurrence"
 setting_sc_modern_japanese_never:0 "Never"
 setting_sc_modern_japanese_never_desc:0 "With this setting Japanese will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_modern_japanese_manual:0 "Manual"
 setting_sc_modern_japanese_manual_desc:0 "With this setting Japanese will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_modern_japanese_auto:0 "Automatic"
 setting_sc_modern_japanese_auto_desc:0 "With this setting Japanese will always happen if the requirements are met."
 standardize_modern_japanese_addon_korean.1.t:0 "What about $korean$?"
 standardize_modern_japanese_addon_korean.1.f:0 "Some of our advisors say that the $korean$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_japanese_addon_korean.1.a:0 "We will include them!"
 standardize_modern_japanese_addon_korean.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_japanese_addon_korean_var_custom_tooltip:0 "Has decided to include the $korean$."
 standardize_modern_japanese_addon_korean_not_var_custom_tooltip:0 "Has not yet decided to include the $korean$ culture."
 modern_korean:0 "Goryeo"
 standardize_modern_korean_decision_var_custom_tooltip:0 "Has made the decision to develop the Goryeo culture"
 standardize_modern_korean_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Goryeo culture"
 standardize_modern_korean_decision:0 "Develop the Goryeo Culture"
 standardize_modern_korean_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_modern_korean:0 "Develop Goryeo"
 je_standardize_modern_korean_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_modern_korean.1.t:0 "Emerging Goryeo Culture"
 standardize_modern_korean.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Goryeo."
 standardize_modern_korean.1.a:0 "And so it shall be."
 standardize_modern_korean.2.t:0 "Yearly graduation"
 standardize_modern_korean.2.f:0 "New graduates."
 standardize_modern_korean.2.a:0 "Nice."
 standardize_modern_korean.3.t:0 "A Noticeable Cultural Change"
 standardize_modern_korean.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_modern_korean.3.a:0 "A sign of progress."
 standardize_modern_korean.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_modern_korean.3.c:0 "We should push harder!"
 standardize_modern_korean.4.t:0 "Welcome To The Fold"
 standardize_modern_korean.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_modern_korean.4.a:0 "All I see is family!"
 standardize_modern_korean.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_modern_korean.5.f:0 "New graduates." 
 standardize_modern_korean.5.a:0 "Nice."
 standardize_modern_korean.6.t:0 "$modern_korean$ Debug Menu"
 standardize_modern_korean.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $modern_korean$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_modern_korean.6.a:0 "Keep me around, just in case."
 standardize_modern_korean.6.b:0 "Hide this menu and decision forever."
 standardize_modern_korean.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_modern_korean.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_modern_korean.6.e:0 "Convert all eligible pops to $modern_korean$."
 standardize_modern_korean.6.g:0 "Change state religion."
 complete_modern_korean_decision_not_var_custom_tooltip:0 "Has not decided to set $modern_korean$ conversion to 100%"
 complete_modern_korean_decision_var_custom_tooltip:0 "Has decided to set $modern_korean$ conversion to 100%"
 hide_modern_korean_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_modern_korean_decision:0 "Open Performance Helper Menu"
 complete_modern_korean_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_modern_korean:0 "Goryeo Occurrence"
 setting_sc_modern_korean_never:0 "Never"
 setting_sc_modern_korean_never_desc:0 "With this setting Goryeo will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_modern_korean_manual:0 "Manual"
 setting_sc_modern_korean_manual_desc:0 "With this setting Goryeo will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_modern_korean_auto:0 "Automatic"
 setting_sc_modern_korean_auto_desc:0 "With this setting Goryeo will always happen if the requirements are met."
 standardize_modern_korean_addon_japanese.1.t:0 "What about $japanese$?"
 standardize_modern_korean_addon_japanese.1.f:0 "Some of our advisors say that the $japanese$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_korean_addon_japanese.1.a:0 "We will include them!"
 standardize_modern_korean_addon_japanese.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_korean_addon_japanese_var_custom_tooltip:0 "Has decided to include the $japanese$."
 standardize_modern_korean_addon_japanese_not_var_custom_tooltip:0 "Has not yet decided to include the $japanese$ culture."
 modern_mexican:0 "Mexican"
 standardize_modern_mexican_decision_var_custom_tooltip:0 "Has made the decision to develop the Mexican culture"
 standardize_modern_mexican_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Mexican culture"
 standardize_modern_mexican_decision:0 "Develop the Mexican Culture"
 standardize_modern_mexican_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_modern_mexican:0 "Develop Mexican"
 je_standardize_modern_mexican_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_modern_mexican.1.t:0 "Emerging Mexican Culture"
 standardize_modern_mexican.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Mexican."
 standardize_modern_mexican.1.a:0 "And so it shall be."
 standardize_modern_mexican.2.t:0 "Yearly graduation"
 standardize_modern_mexican.2.f:0 "New graduates."
 standardize_modern_mexican.2.a:0 "Nice."
 standardize_modern_mexican.3.t:0 "A Noticeable Cultural Change"
 standardize_modern_mexican.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_modern_mexican.3.a:0 "A sign of progress."
 standardize_modern_mexican.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_modern_mexican.3.c:0 "We should push harder!"
 standardize_modern_mexican.4.t:0 "Welcome To The Fold"
 standardize_modern_mexican.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_modern_mexican.4.a:0 "All I see is family!"
 standardize_modern_mexican.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_modern_mexican.5.f:0 "New graduates." 
 standardize_modern_mexican.5.a:0 "Nice."
